// voice	text
c001_17_boss_long	じゃじゃ～ん！こんにちは、可愛いご主人さま～♥
c244_hit_3	うあっ！
c244_prskill	スピニングバードキック！
c244_skill	天昇脚！
c244_startbt	始めましょう！
c244_story1	覚悟はいいわね？
c244_story2	謝るなら今のうちよ！
c244_story3	日々の鍛錬は嘘をつかないわ。
c244_true1	これ以上、ためらわない。
c244_true2	犯罪者は許さないわ！
c244_true3	あなたを逮捕します！
c244_victory	よし、いい感じよ！
c245_boss_long	手加減はしない！
c245_boss_short	手加減はしない！
c245_ctskill	タァーッ！
c245_death_1	NOOOOOO！
c245_death_2	うあっ！うっ…
c245_drive	ジャイロドライブスマッシャー！
c245_hit_1	うっ！
c245_hit_2	はあっ！
c245_hit_3	うぁっ！
c245_prskill	スパイラルアロー！
c245_skill	キャノンスパイク！
c245_startbt	手加減はしない！
c245_story1	そこをどけ！
c245_story2	Come on！
c245_story3	どこの組織の人間だ？
c245_true1	甘く見ない事だな。
c245_true2	もう終わりなのか？
c245_true3	邪魔をするなら、排除する。
c245_victory	Mission Complete！
c246_88_boss_long	あら、思ったより早く来たのね。
c246_88_boss_short	びっくりしたあ。
c246_88_ctskill	ジャーン！
c246_88_death_1	こういう悪戯は楽しくない…わね。
c246_88_death_2	メリークリスマス…
c246_88_drive	さぁ、プレゼントを受け取って！
c246_88_hit_1	くぅっ！
c246_88_hit_2	ああっ！
c246_88_hit_3	やだぁ！
c246_88_hit_4	きゃっ！
c246_88_hit_5	いやっ！
c246_88_hit_6	痛いじゃない！
c246_88_hit_7	やったわね！
c246_88_hit_8	ダメ！
c246_88_hit_9	くううっ！
c246_88_prskill	サプライズ～
c246_88_skill	あっそびましょ～
c246_88_spa	あんまり見つめないで……
c246_88_startbt	可愛いクリスマスの妖精がやってきましたよ～
c246_88_victory	あら、ホントに勝っちゃった。
c246_89_boss_long	あら、思ったより早く来たのね。
c246_89_boss_short	びっくりしたあ。
c246_89_ctskill	ジャーン！
c246_89_death_1	こういう悪戯は楽しくない…わね。
c246_89_death_2	メリークリスマス…
c246_89_drive	さぁ、プレゼントを受け取って！
c246_89_hit_1	くぅっ！
c246_89_hit_2	ああっ！
c246_89_hit_3	やだぁ！
c246_89_hit_4	きゃっ！
c246_89_hit_5	いやっ！
c246_89_hit_6	痛いじゃない！
c246_89_hit_7	やったわね！
c246_89_hit_8	ダメ！
c246_89_hit_9	くううっ！
c246_89_prskill	サプライズ～
c246_89_skill	あっそびましょ～
c246_89_spa	あんまり見つめないで……
c246_89_startbt	可愛いクリスマスの妖精がやってきましたよ～
c246_89_victory	あら、ホントに勝っちゃった。
c246_boss_long	あら、思ったより早く来たのね。
c246_boss_short	びっくりしたあ。
c246_ctskill	ジャーン！
c246_death_1	こういう悪戯は楽しくない…わね。
c246_death_2	メリークリスマス…
c246_drive	さぁ、プレゼントを受け取って！
c246_hit_1	くぅっ！
c246_hit_2	ああっ！
c246_hit_3	やだぁ！
c246_prskill	サプライズ～
c246_skill	あっそびましょ～
c246_spa	あんまり見つめないで…
c246_startbt	可愛いクリスマスの妖精がやってきましたよ～
c246_story1	ピュアな男の子って魅力的よねえ～
c246_story2	プレゼントっていいわよね。記憶は\薄れても見るたびに思い出せて…
c246_story3	私がいなくなっちゃいそうで不安\だったのね、あ・な・た♥
c246_true1	あら、積極的な男子って、ちょっと重いわ。
c246_true2	私の願いが知りたい？\私はあなたの願いが知りたいな…
c246_true3	悪戯の中に隠された本音に…\あなたは気づくかしら？\うふふ、素敵なクリスマスを！そして祝福を…♥
c246_victory	あら、ホントに勝っちゃった。
c247_boss_long	王の座を軽くみたようね。
c247_boss_short	王座が欲しいの？
c247_ctskill	相手にする価値もない。
c247_death_1	誰もいないの…うっ…！
c247_death_2	きゃ～～～…
c247_drive	受けよ、女王の裁きを！
c247_hit_1	キャ！
c247_hit_2	うぅっ！
c247_hit_3	こいつ…！
c247_prskill	女王に従え！
c247_skill	笑わせないで。
c247_spa	この温泉、なってないわね。\バラの花びらでも浮かべた方が良いと思わない…？
c247_startbt	誰なの？私の休息を邪魔するのは…
c247_story1	女王に友達なんか要らない…
c247_story2	お天気が良いわね。\それはともかく、私の契約者は大丈夫かしら？\天気が良いと家出をするその癖は相変わらずのようだから…
c247_story3	君が早く魔王にならないと、\私の品格も一緒に落ちてしまうじゃない？
c247_true1	魔王になると？王冠の重さに耐える力はあるの？
c247_true2	品格は生まれつきのもの。このミュリナのようにね。
c247_true3	歩き方からして下品よ。\それじゃ、私の真似しなさい。\王というのは昔からライオンのように歩かなければならないのよ。
c247_victory	これこそがまさに、女王の威厳なのよ。
c258_boss_long	ピクシーと遊ぼ～！
c258_boss_short	一緒に遊んで！
c258_ctskill	てぇーい！
c258_death_1	ママ、助けて！
c258_death_2	ママ～
c258_drive	やってやるんだから！
c258_hit_1	言いつけちゃうから！
c258_hit_2	ふえええ～ん！
c258_hit_3	大っ嫌い！
c258_prskill	やっつけてやるっ～！
c258_skill	てへぺろ！
c258_spa	あったかーい。ママに抱っこされてるみたーい。
c258_startbt	鬼ごっこはじめ！
c258_story1	イヤ～！\ママが知らないおじさんとは話しちゃダメって\言ってたもん！
c258_story2	ママ、お元気ですか？\嘘つきなおじさん悪魔に捕まって、毎日怖くて大変だけど、ピクシーは元気です。
c258_story3	何で誰もいないの？\お兄ちゃ～ん！ピクシーも連れて行ってよー！
c258_true1	ママ、どこにいるの？ママが帰ってくるのずっと待ってるのに…\ママはピクシーに会いたくないの？
c258_true2	お兄ちゃんはピクシーのママじゃない！\…でも、ピクシーのお兄ちゃんにならしてあげてもいいよ？
c258_true3	いつもピクシーと一緒にいてくれるよね？\お兄ちゃんはピクシーの家族なんだから！
c258_victory	きゃはは！
c266_boss_long	ファラオの眠りを妨げるのは誰だ！\…なーんて、な？
c266_boss_short	さぁて、誰からかかってくる？
c266_ctskill	油断したな？
c266_death_1	あーあ、俺も落ちぶれたもんだなぁ…
c266_death_2	盛者必衰、太陽もいつかは沈むか…
c266_drive	久しぶりに張り切ってみようか！
c266_hit_1	はっはっ…
c266_hit_2	やるねぇ。
c266_hit_3	うおっとぉ！
c266_prskill	邪魔だよ。
c266_skill	はいはーい！
c266_spa	こんなんでいいのかね〜？\ま、いっか…
c266_startbt	おいおい、大先輩をこき使いすぎじゃないか？
c266_story1	俺のことは気にしないで、好きにやればいいさ。うちの女王様をよろしくな？
c266_story2	口車に乗せるぐらい出来ないと、悪魔失格だぞ？\ちゃんとメモしとけよ。
c266_story3	女王様は、自分が悪魔じゃなくて《チャイルド》\だって知ったらカンカンに怒るだろうなぁ。
c266_true1	時の流れは早いなぁ。
c266_true2	魔王争奪戦がまた始まるとはなぁ…\うん？ああ、独り言だよ。
c266_true3	お前、もっと強くなれないかい？\そうでないと計画が狂ってしまうよ。\無理なら手伝ってやるからさ、少しは頑張れ。
c266_victory	無駄に長生きはしてないさ。
c267_10_boss_long	ファラオの眠りを妨げる者は誰だ？
c267_10_boss_short	新たな民が来たか。
c267_10_ctskill	笑わせるな。
c267_10_death_1	また、こうして…歴史の影となるか…
c267_10_death_2	沈まぬものなど、この世に存在せぬのだろう…
c267_10_drive	扉を開け！ファラオを迎えよ！
c267_10_hit_1	ふむ…
c267_10_hit_2	命知らずめ。
c267_10_hit_3	この程度…傷にもならぬ。
c267_10_prskill	ファラオのお出ましだ！
c267_10_skill	どくがよい。
c267_10_spa	ふふ、地味な浴槽だな。まあ、許そう…
c267_10_startbt	集え！帝国の礎石を積み上げよ！
c267_10_story1	このように変わった世の中を目のあたりにして、\そう確言できる者がどれほどいるか。
c267_10_story2	わらわを拒むというのなら、徹底的に支配するまで。
c267_10_story3	バスト、座れ！ホルス、そなたもだ。\眠っている間に礼儀も忘れてしまったのか？
c267_10_true1	見たことのない世界に来てしまったな。
c267_10_true2	そなたが望む王とは、どのようなものだ？
c267_10_true3	わらわもまた、王を目指すもの。\あまりわらわを信じるでない。
c267_10_victory	そなたらの王が戻ったぞ！
c267_89_boss_long	ファラオの眠りを妨げし罪…その代償を払うがいい。
c267_89_boss_short	太陽を崇めよ。
c267_89_ctskill	死者たちよ、わらわに続け！
c267_89_death_1	沈まぬ太陽に…なりたかった…
c267_89_death_2	決して…諦めぬ…
c267_89_drive	よくぞ参った…我がオベリスクへ！
c267_89_hit_1	どけ。
c267_89_hit_2	わずらわしい。
c267_89_hit_3	ううっ…
c267_89_hit_4	ふん。
c267_89_hit_5	ふふふ！
c267_89_hit_6	うああっ！
c267_89_hit_7	ふふん…
c267_89_hit_8	生意気だな。
c267_89_hit_9	ふむ…
c267_89_prskill	そなたにふさわしいもてなしをしてやろう。
c267_89_skill	日が昇る。
c267_boss_long	ファラオの眠りを妨げる者は誰だ？
c267_boss_short	新たな民が来たか。
c267_ctskill	笑わせるな。
c267_death_1	また、こうして…歴史の影となるか…
c267_death_2	沈まぬものなど、この世に存在せぬのだろう…
c267_drive	扉を開け！ファラオを迎えよ！
c267_hit_1	ふむ…
c267_hit_2	命知らずめ。
c267_hit_3	この程度…
c267_prskill	ファラオのお出ましだ！
c267_skill	どくがよい。
c267_spa	ふふ、地味な浴槽だな。まあ、許そう…
c267_startbt	集え！帝国の礎石を積み上げよ！
c267_story1	このように変わった世の中を目のあたりにして、\そう確言できる者がどれほどいるか。
c267_story2	わらわを拒むというのなら、徹底的に支配するまで。
c267_story3	バスト、座れ！ホルス、そなたもだ。\眠っている間に礼儀も忘れてしまったのか？
c267_true1	見たことのない世界に来てしまったな。
c267_true2	そなたが望む王とは、どのようなものだ？
c267_true3	わらわもまた、王を目指すもの。あまりわらわを信じるでない。
